observableId	preequilibrationConditionId	simulationConditionId	simulation	time	observableParameters	noiseParameters	observableTransformation	noiseDistribution	experimentId	datasetId	replicateId
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Fsk10	1829.83030881306	70	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Fsk10	Drg348
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Fsk10	1826.48684549153	130	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Fsk10	Drg348
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Fsk10	913.461690193305	10	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Fsk10	Drg349
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Fsk10	1498.03998891047	11	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Fsk10	Drg349
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Fsk10	1629.62920839138	15	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Fsk10	Drg349
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Fsk10	1781.53466138956	25	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Fsk10	Drg349
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Fsk10	1830.15471760682	40	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Fsk10	Drg349
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Fsk10	1829.83030881306	70	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Fsk10	Drg349
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Fsk10	1826.48684549153	130	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Fsk10	Drg349
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Fsk10	913.461690193305	10	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Fsk10	Drg350
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Fsk10	1498.03998891047	11	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Fsk10	Drg350
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Fsk10	1629.62920839138	15	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Fsk10	Drg350
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Fsk10	1781.53466138956	25	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Fsk10	Drg350
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Fsk10	1830.15471760682	40	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Fsk10	Drg350
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Fsk10	1829.83030881306	70	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Fsk10	Drg350
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Fsk10	1826.48684549153	130	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Fsk10	Drg350
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	1073.05186977313	10	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	Drg348
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	1622.51033812978	11	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	Drg348
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	1750.43930832907	15	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	Drg348
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	1877.42878855303	25	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	Drg348
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	1909.93172497236	40	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	Drg348
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	1904.95822293362	70	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	Drg348
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	1901.63900485151	130	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	Drg348
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	1073.05186977313	10	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	Drg349
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	1622.51033812978	11	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	Drg349
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	1750.43930832907	15	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	Drg349
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	1877.42878855303	25	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	Drg349
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	1909.93172497236	40	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	Drg349
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	1904.95822293362	70	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	Drg349
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	1901.63900485151	130	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	Drg349
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	1073.05186977313	10	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	Drg350
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	1622.51033812978	11	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	Drg350
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	1750.43930832907	15	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	Drg350
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	1877.42878855303	25	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	Drg350
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	1909.93172497236	40	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	Drg350
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	1904.95822293362	70	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	Drg350
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	1901.63900485151	130	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	Drg350
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100	1073.05163976489	10	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100	Drg348
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100	1079.52434907756	11	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100	Drg348
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100	1101.60850172011	15	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100	Drg348
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100	1137.27191421437	25	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100	Drg348
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100	1161.25442586554	40	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100	Drg348
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100	1172.78699437866	70	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100	Drg348
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100	1174.0060411409	130	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100	Drg348
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100	1073.05163976489	10	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100	Drg349
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100	1079.52434907756	11	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100	Drg349
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100	1101.60850172011	15	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100	Drg349
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100	1137.27191421437	25	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100	Drg349
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100	1161.25442586554	40	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100	Drg349
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100	1172.78699437866	70	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100	Drg349
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100	1174.0060411409	130	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100	Drg349
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100	1073.05163976489	10	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100	Drg350
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100	1079.52434907756	11	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100	Drg350
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100	1101.60850172011	15	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100	Drg350
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100	1137.27191421437	25	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100	Drg350
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100	1161.25442586554	40	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100	Drg350
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100	1172.78699437866	70	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100	Drg350
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__IBMX100	1174.0060411409	130	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__IBMX100	Drg350
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Sp8_Br_cAMPS_AM10	913.461690195258	10	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Sp8_Br_cAMPS_AM10	Drg348
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Sp8_Br_cAMPS_AM10	1361.91805569783	11	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Sp8_Br_cAMPS_AM10	Drg348
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Sp8_Br_cAMPS_AM10	1638.27041037432	15	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Sp8_Br_cAMPS_AM10	Drg348
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Sp8_Br_cAMPS_AM10	1819.12019564182	25	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Sp8_Br_cAMPS_AM10	Drg348
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Sp8_Br_cAMPS_AM10	1869.94553174198	40	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Sp8_Br_cAMPS_AM10	Drg348
pRII_Microscopy	control	JI09_150330_Drg350_348_CycNuc__Sp8_Br_cAMPS_AM10	1868.14429156043	70	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;b_pRII_global;rel_open;xi_rel_open	s_pRII_JI09_150330_Drg350_348_CycNuc;s_pRII_global;rho_pRII_Microscopy	lin	normal	JI09_150330_Drg350_348_CycNuc	JI09_150330_Drg350_348_CycNuc__Sp8_Br_cAMPS_AM10	Drg348
